Date,Close,LogReturn,Return_scaled,P_high_volatility,P_low_volatility,P_medium_volatility,State,Regime
1996-10-10,694.6099853515625,-0.0030617839999544,-0.2929099687911832,0.00014605819176910024,0.9521338438006327,0.04772009800759824,1,Low volatility
1996-10-11,700.6599731445312,0.0086721937541032,0.740166937602383,0.00021608016595048285,0.9373729280685669,0.06241099176548269,1,Low volatility
1996-10-14,703.5399780273438,0.0041019926239664,0.3377996122096396,0.00014868336683546867,0.9539572901024059,0.04589402653075871,1,Low volatility
1996-10-15,702.5700073242188,-0.0013796514740471,-0.1448125117794389,9.916958900913666e-05,0.9644941630026238,0.03540666740836709,1,Low volatility
1996-10-16,704.4099731445312,0.0026154840790217,0.2069251823166704,7.002428321332815e-05,0.9715768882216098,0.02835308749517693,1,Low volatility
1996-10-17,706.989990234375,0.003655972836225,0.2985313647177893,5.7384046410949877e-05,0.9741411767192578,0.02580143923433138,1,Low volatility
1996-10-18,710.8200073242188,0.0054027357866131,0.4523189807174725,6.048584812241588e-05,0.9721615292314091,0.027777984920468506,1,Low volatility
1996-10-21,709.8499755859375,-0.0013655977823106,-0.1435752037934466,5.262822540873057e-05,0.9745231601726446,0.02542421160194661,1,Low volatility
1996-10-22,706.5700073242188,-0.004631358162257,-0.4310976195548923,6.817888658487795e-05,0.9676056199040961,0.03232620120931902,1,Low volatility
1996-10-23,707.27001953125,0.0009902283864287,0.0638352465596414,5.64988317624709e-05,0.9738446284488302,0.02609887271940729,1,Low volatility
1996-10-24,702.2899780273438,-0.0070661230932724,-0.6454579563008134,0.00011230407024974294,0.9526787247430568,0.047208971186693434,1,Low volatility
1996-10-25,700.9199829101562,-0.001952659389012,-0.1952609834348643,9.647274375829449e-05,0.9625061795850315,0.03739734767121026,1,Low volatility
1996-10-28,697.260009765625,-0.0052353509896478,-0.4842740491240571,0.00011805816842207796,0.9555510028698657,0.04433093896171214,1,Low volatility
1996-10-29,701.5,0.0060625170739632,0.5104071095275265,0.00012044134923741611,0.957916687872341,0.041962870778421604,1,Low volatility
1996-10-30,700.9000244140625,-0.0008556412037892,-0.0986778658594488,8.430739115692879e-05,0.967516476857811,0.03239921575103215,1,Low volatility
1996-10-31,705.27001953125,0.0062154775726082,0.5238739800170288,8.903265396713591e-05,0.9653128349906225,0.03459813235541041,1,Low volatility
1996-11-01,703.77001953125,-0.0021291099259839,-0.2107959519414629,7.302521896746386e-05,0.9693577386393276,0.030569236141704873,1,Low volatility
1996-11-04,706.72998046875,0.0041970440021534,0.3461680773443136,6.420919107459013e-05,0.972017670763392,0.027918120045533436,1,Low volatility
1996-11-05,714.1400146484375,0.0104303720745866,0.8949595798148791,0.00017600129758851623,0.9394974309812304,0.06032656772118103,1,Low volatility
1996-11-06,724.5900268554688,0.0145269726490031,1.2556304057575007,0.0013356253084818544,0.7596559656979617,0.23900840899355652,1,Low volatility
1996-11-07,727.6500244140625,0.0042141822001715,0.3476769498648513,0.0007634860861568933,0.841639175107268,0.1575973388065751,1,Low volatility
1996-11-08,730.8200073242188,0.0043470045087747,0.3593708240606156,0.00045898671577870967,0.8946394877534715,0.1049015255307498,1,Low volatility
1996-11-11,731.8699951171875,0.0014356944691913,0.1030547450391327,0.0002441814234362486,0.93502009663708,0.06473572193948374,1,Low volatility
1996-11-12,729.5599975585938,-0.0031612865398438,-0.3016703208424471,0.0001747629049255923,0.9475936184788328,0.052231618616241704,1,Low volatility
1996-11-13,731.1300048828125,0.0021496798447229,0.1659150826351685,0.0001085162960185948,0.9630769036597089,0.03681458004427242,1,Low volatility
1996-11-14,735.8800048828125,0.0064757793988095,0.5467913411180114,0.0001096261444889538,0.9612043516167503,0.038686022238760755,1,Low volatility
1996-11-15,737.6199951171875,0.0023617116296357,0.1845826772911304,7.606348365495771e-05,0.9700667691435004,0.029857167372844565,1,Low volatility
1996-11-18,737.02001953125,-0.0008137248590616,-0.0949874883381909,5.735545059607469e-05,0.9740792381758666,0.02586340637353733,1,Low volatility
